,,it1,it2,it3,it4,it5,it6,it7,it8,it9,it10
18,27,"0,856201152","0,34170246","0,652278356","0,929670156","0,860894532","1,108983118","1,410892032","1,23530101","1,39035741","1,876849512"
19,26,"0,036050058","1,048318802","0,718695884","0,80865258","1,489232214","0,35810551","0,669709956","0,711935082","1,84711656","0,377869718"
19,27,"0,60666926","1,90459016","1,850152614","1,414970968","0,79385789","0,257177774","0,690715954","0,87013737","0,490058696","1,075906738"
19,28,"0,760184482","1,65506609","1,72902097","0,767325908","0,584210426","1,40504621","1,916324214","1,694786772","1,25295974","0,361536688"
20,27,"0,700575476","1,042669526","1,672695042","1,122077208","0,090932926","0,531679828","1,865692828","0,392580292","0,64727031","0,549696052"
20,28,"0,979719742","1,870498198","1,82815239","1,393018008","1,806909234","1,415072952","1,534828634","0,98184266","0,189034588","0,542683446"
20,29,"0,640058372","0,843798316","0,165161968","0,126507806","0,127680944","1,262805044","1,100589146","0,162313298","0,270067492","0,071110506"
21,28,"0,394055658","1,329489516","0,347860174","1,869964454","1,501781594","1,091017054","0,191061098","0,342565296","1,692100632","0,858522662"
21,29,"1,554598282","0,08886593","1,606308432","0,566496466","1,533041344","0,368246216","1,033851028","0,45137011","0,476199202","1,265313208"
21,30,"1,35242146","0,35217258","1,611172938","0,742863862","1,964049852","1,34022044","0,364074908","1,977152106","0,876088124","1,515652206"
22,29,"1,713529062","1,507587318","1,722870336","1,935335228","0,702579492","0,601850024","1,263828938","1,92356223","1,542865394","0,391938266"
22,30,"0,621215062","1,27765086","0,291126706","1,318897218","0,05262475","1,564151634","0,083613834","0,510095878","0,397486836","1,360355036"
22,31,"0,678594618","1,695542936","0,245989084","0,57528072","0,818150766","0,376122532","0,87342491","1,397066676","0,235933824","0,519509974"
23,30,"0,53947263","0,55281894","1,229033636","1,298719812","1,271047608","0,721983244","0,9887975","1,433496548","0,833995334","0,332741246"
23,31,"1,668408582","1,271158628","0,728317532","0,273938426","1,552724422","1,866293176","0,32106229","1,89580532","1,266619012","0,017933126"
23,32,"0,456064606","0,950793498","1,63403063","0,98227162","0,551544424","1,638242158","1,11353166","0,39338082","1,587475054","0,832615038"
24,31,"1,10006843","0,172811884","1,732501132","1,200300098","0,699837634","1,7626924","1,723052578","0,202260776","1,712588786","1,486128284"
24,32,"0,03111029","1,715367618","1,47624485","1,946116726","0,884155834","1,41328141","0,343121476","1,893816504","0,964107782","0,075286904"
25,33,"1,5759886","1,027577712","0,306830166","1,078731494","1,109992568","1,056230668","1,723244674","0,491624508","1,778763902","1,08063923"
25,34,"0,12530203","0,408239044","1,800157294","1,654313142","0,361474784","0,26729076","0,779513836","1,727248198","1,06047515","1,273632184"
26,33,"1,214160226","0,622693246","1,848846284","1,06153279","0,800133932","1,845847198","1,09023651","1,15720233","1,409517406","1,483241962"
26,34,"0,829574266","0,737409128","1,51995591","0,190408378","0,596681214","0,580558456","1,633339254","1,179682192","1,971266462","1,401117822"
26,35,"0,491644792","1,001069334","1,213463276","0,279092238","0,65213295","1,698369044","0,046959036","0,205086222","1,217799194","0,610217408"
27,34,"1,860556988","0,4768283","1,572754214","1,068302462","0,808667892","0,266405664","0,731472772","1,80351846","1,184197238","0,65053613"
27,35,"0,792444884","0,64080551","1,33020398","1,286385704","1,197061018","0,60735231","0,937673156","1,223048708","0,197875624","0,88183283"
27,36,"0,64493684","1,368508274","0,851480894","0,255250918","0,79469724","0,216340418","1,285798986","0,069178008","1,635960404","1,309582936"
28,35,"0,29610494","0,503311706","1,894534256","0,459456438","0,263785784","1,082439164","1,161420528","0,492378198","1,883578212","1,51794972"
28,36,"1,470565888","0,577108586","1,456437518","1,479641954","1,62235392","1,411005562","0,875767304","0,805224232","0,478934944","0,997819808"
28,37,"1,33689426","1,779668276","1,425572386","1,490550996","1,549742258","0,586924804","1,262668074","0,950060968","1,219456178","1,747135102"
29,36,"1,59589283","1,729859172","1,092434318","0,335990638","1,855341674","1,67893727","1,669541044","0,435189116","1,525480278","1,117001266"
29,37,"0,273599828","0,117643398","1,438385006","1,382243616","0,732394856","0,308968624","1,15456373","0,5830659","0,387699842","1,538811004"
29,38,"1,416396234","0,830737556","0,934446572","1,578896292","0,670512834","1,0016136","0,711084142","0,8482066","0,795194456","1,113507614"
30,37,"0,971264466","0,895014864","1,760905426","0,080059752","0,333752482","0,820029758","1,784663702","0,815632008","0,149437974","0,335968216"
30,38,"0,213944544","0,268414994","1,867551076","1,255886236","0,799944184","0,45506143","1,134731436","0,057064112","0,639070102","1,29449134"
30,39,"1,792227564","1,046327656","1,664261982","1,15027817","0,111174698","0,981384198","1,63503707","0,634766736","1,11771546","1,893671644"
31,38,"0,781261254","1,230554984","1,136067082","1,494434024","0,129375832","0,275837984","1,152955314","1,332658574","0,236152652","1,018145998"
31,39,"1,498480686","0,057620452","0,588250734","0,637792164","1,721309774","1,998695666","1,108070982","0,10868376","0,67639591","0,614508632"
31,40,"0,094822102","0,457667582","1,218275178","1,96167003","0,897676016","0,43898606","1,299122034","0,031046254","0,987625434","1,997761844"
32,39,"0,964688084","0,105726432","1,146090964","1,714248858","0,810487938","1,096943278","1,994815166","1,749907678","1,81750123","1,417700568"
32,40,"1,722666574","0,825762812","0,902500382","0,056004202","0,906791498","0,25341656","1,629931422","0,833524426","0,215831598","0,532278406"
33,41,"1,834629034","1,809214302","0,70920594","1,530676038","1,657455058","1,990733076","0,64745142","0,818329246","1,09842484","1,776517134"
33,42,"1,3957916","0,081938874","0,008193396","0,320616672","0,439964222","0,182426772","1,090053006","0,869273552","0,0408398","1,236467118"
34,41,"0,81714775","0,403550406","0,781401634","1,83151598","1,146755164","1,825822768","1,925560796","1,587039422","0,236216586","0,790528178"
34,42,"0,583103564","0,317737836","0,396009184","0,352858698","0,880046384","1,07101644","1,324465178","1,91553598","0,578181776","1,316053914"
34,43,"0,967567446","1,718977182","0,596952364","0,484842656","1,181547916","0,704520576","1,327282126","0,84487993","1,467753468","0,268999334"
35,42,"0,532106786","1,631235756","1,725453444","0,107147838","1,855882496","1,286353786","0,211551068","0,079284812","0,757724622","0,74314151"
35,43,"0,525951102","0,088714372","0,335220444","0,511629958","0,132864376","0,046421254","0,668377492","0,674461294","1,052532112","0,680111692"
35,44,"1,964797698","1,899002694","0,54608797","1,52582631","0,759817858","1,956216506","0,138994052","1,63654628","0,076689056","0,548275248"
36,43,"1,597663234","0,629921128","0,772951416","0,914313548","1,464781974","0,558737048","0,483108802","0,586794882","1,643652758","1,349370346"
36,44,"1,413561382","1,333732102","1,26808456","1,75985253","0,217629074","1,191050312","0,323185582","0,51501349","0,47664926","0,860931244"
36,45,"0,264556354","1,144855354","1,754826924","0,598479916","0,228159534","1,295639668","0,814088006","1,321903038","1,325746204","0,024366516"
37,44,"0,790470484","1,316221058","1,985185494","0,842644706","1,011736948","0,750369052","1,477654784","1,138465428","0,136386144","0,56849643"
37,45,"1,45477553","1,99795762","1,866680294","1,873161924","1,255479606","0,258798582","0,840816758","0,269323642","1,679190312","0,957629892"
37,46,"0,147817374","0,55454939","0,456488624","0,220864826","0,495883302","0,89533001","0,094099318","1,915079916","1,731404562","1,77558205"
38,45,"0,611059588","1,196755016","0,375243814","1,564367946","0,591645724","0,670419872","0,807781","1,179370188","1,424632086","1,705999116"
38,46,"1,058185936","0,276764328","1,846635998","1,802187966","1,808399132","1,584444662","1,180057656","1,85582423","0,052391946","0,702333224"
38,47,"0,53582181","0,8578715","1,182908986","1,689199924","1,94767746","0,077655486","1,44403396","1,469278094","1,637618916","1,908691982"
39,46,"0,207498302","0,59340783","0,732180896","1,077363388","0,989313978","1,705774512","0,339274696","1,809268346","0,17144652","0,969312948"
39,47,"0,68918561","0,351127252","1,447334844","1,830511934","1,02212222","0,212580166","0,225584334","1,53522955","1,205857354","0,712814998"
39,48,"1,872187098","0,5159074","1,20502579","1,103044966","0,54287075","0,884246954","0,406284532","1,059022756","1,579182452","1,749001018"
40,47,"1,658682924","0,057411948","1,701715404","0,286166658","1,569612972","0,489689506","0,821988798","1,848678378","1,935507672","1,935237208"
40,48,"0,328965056","0,921259074","1,015007472","1,783068304","1,023142912","1,578191918","0,710054126","0,628359596","1,2327113","1,726812634"
41,49,"1,700573948","0,76447784","1,509440392","0,930067086","1,208422278","1,362109302","0,230116156","0,40355185","1,462374592","0,87940962"
41,50,"1,59439241","0,589283754","1,9593547","1,063138946","1,415327186","0,196936026","0,850751724","0,331120558","0,321108252","0,895882894"
42,49,"0,448789478","0,865932226","1,303156086","0,541977134","0,377081538","0,67955612","1,959837702","0,70755183","0,700269704","0,845389"
42,50,"0,363291674","0,328629046","1,614988796","0,109904358","0,111382102","1,749990942","1,849913646","1,108307574","1,553985762","0,492249584"
42,51,"1,500375528","1,116214286","1,509403682","0,126239326","1,763790688","1,359652108","0,232073464","0,66388022","0,33573346","1,192630978"
43,50,"0,556069698","0,49747396","0,402775262","1,69748175","0,52095528","1,328105312","0,956444446","1,209789494","0,271199738","0,04499561"
43,51,"0,911045966","1,845802628","1,775496752","0,611863636","0,278945654","0,413077394","0,04771509","1,471550356","0,184947528","0,264893274"
43,52,"1,167061034","0,229785816","0,809298682","1,400988324","0,728998268","1,748137736","0,921607304","1,268018648","0,728848638","0,372468636"
44,51,"1,808033394","0,299650898","0,658867348","1,163426668","0,451063336","0,384313528","0,628055098","0,850510956","0,600463966","1,181315016"
44,52,"0,541568664","0,487804344","0,878191418","1,150433912","1,029874992","0,620965908","1,521821876","0,920119928","0,166884626","0,700651742"
44,53,"1,944324922","0,035137438","1,813128496","0,004612902","0,871522726","1,660186804","0,048684482","1,536843036","0,394325664","1,978978146"
45,52,"0,150950896","0,618945454","1,841327132","1,912879136","1,496804674","1,586289646","0,711618608","0,475546966","0,717797126","0,888271182"
45,53,"1,502962116","1,551142036","1,894791978","1,152558738","0,889956114","0,749049678","1,887765562","1,7005542","0,528583486","0,033663998"
45,54,"1,232433522","1,242175656","0,399942244","1,145505958","1,177154416","0,337498992","1,368462362","0,358320602","0,548190936","1,32475632"
46,53,"1,13418402","1,299949786","1,89406651","1,390674472","0,910115278","0,496573054","1,576758378","1,03238879","1,37493716","0,418011356"
46,54,"0,342020254","1,108744482","0,872404838","0,69533427","0,515704214","1,679431648","0,868076404","1,58334268","1,19531422","1,470534402"
46,55,"0,931188536","0,300546746","0,615235732","1,126307016","1,250129508","0,4685565","1,223397378","1,370389308","0,622671758","0,321673814"
47,54,"0,987898098","1,682058138","1,326548076","1,44267607","1,338923842","0,505725974","0,551373656","1,904323246","0,831788556","1,99056592"
47,55,"1,048835448","0,43401649","0,094771834","1,207320684","1,233121706","1,869288046","0,452700122","0,280915518","1,44992884","1,682394396"
47,56,"1,395548076","0,470937824","1,290207378","1,17513086","0,598391548","1,02956047","1,14899889","1,275121056","1,54934734","0,997236142"
48,55,"0,99976838","1,990468732","0,320770182","0,899390194","1,70021423","1,453749072","1,605782366","1,321262802","0,800542292","1,363145476"
48,56,"0,789475534","0,119026726","1,695577118","1,49476002","0,941950916","0,897524538","1,068113224","1,373060076","0,726364772","0,10462355"
49,57,"0,18615029","1,562479534","0,563854316","0,531289558","0,066902908","0,834955804","1,307192378","0,646105686","1,390952392","1,15996581"
49,58,"0,13116159","1,87327909","0,901752612","0,193076512","0,417723802","0,791297288","0,31919126","0,994715442","0,437431538","0,33690266"
50,57,"1,337931126","1,653790508","1,21072424","0,188368212","0,28240621","1,660917844","0,806534992","0,0913822","0,254770906","0,152942294"
50,58,"0,37486576","0,68044239","0,051723678","0,178958032","0,374564384","0,678094566","1,002570634","0,638712044","1,572842118","0,25753816"
50,59,"0,11482523","1,100056392","0,769889146","0,896219046","0,53135692","0,798909614","1,070191278","1,261560628","1,399988186","1,734630232"
51,58,"1,664402832","1,198825178","0,920359954","0,445449254","0,65469471","0,309016824","1,198760384","1,084819496","0,30080141","1,078701448"
51,59,"1,916738524","1,398653116","0,151813586","0,901708248","1,544862094","0,287886764","1,262087432","0,734137782","0,861556846","1,49098737"
51,60,"1,92471152","1,36433184","0,02582064","1,540821482","0,342436226","0,999650718","1,272604696","0,93183025","1,245998844","1,877133466"
52,59,"0,36371915","1,47903482","0,230488148","0,98820146","0,91821728","1,908539262","0,4942921","0,489244144","1,615103716","1,843274826"
52,60,"0,611191658","0,16761483","1,331519666","0,926736432","0,866585768","0,95485942","0,968894802","0,896610056","1,994466434","0,338280408"
52,61,"0,381185812","0,27889399","0,942369368","0,405272744","1,297198694","1,327500172","1,860894052","1,266569446","1,234725014","0,466326498"
53,60,"0,811335462","0,591418446","0,590848622","0,931556596","0,084464738","1,301416008","0,710441508","1,96653831","1,611224488","1,014577874"
53,61,"0,745413348","1,729597222","0,483261476","0,928690296","0,716064524","1,959834","1,954334514","1,344812602","1,906298858","1,082107574"
53,62,"1,522927156","0,382406254","0,57764778","1,667961316","1,497681362","0,607341938","0,493970874","1,369244814","0,99423671","0,615322516"
54,61,"0,688211608","0,185275276","1,29048376","0,53028422","1,542473416","1,53249021","0,250876306","1,93286655","0,774922846","1,96487752"
54,62,"1,409997326","0,681008038","1,634522624","1,260328652","1,476723562","0,890198442","0,35418247","1,578037528","0,379452104","1,756377212"
54,63,"0,985063946","0,861243334","1,99396475","0,302894764","1,220327654","0,348293602","1,834154862","1,99983412","0,90062796","0,701786524"
55,62,"0,411340476","1,574596238","0,592598496","0,912159174","1,075142276","0,134496528","0,28157175","1,533801178","1,706265254","1,907679988"
55,63,"1,606180968","1,558915062","1,409217912","0,001373456","0,305040398","0,97489389","0,208272336","0,18329931","0,044258302","0,46304186"
55,64,"0,757263584","0,591014502","0,030928636","1,382678214","0,890075532","1,13584527","1,373939814","0,699065314","1,939435598","0,61091682"
56,63,"1,448025472","0,949460298","1,222425042","0,808384536","0,353653032","0,395419452","1,93559469","1,904925402","0,777067176","0,548033266"
56,64,"0,174133918","0,39434847","1,623703014","1,034639502","1,850078354","1,902956372","1,338316178","1,611558496","1,725246984","1,552366338"
