,,it1,it2,it3,it4,it5,it6,it7,it8,it9,it10
10,20,"1,874861736","0,923013756","0,956361144","0,343667302","0,57910965","1,960399974","1,887050152","0,482093662","1,79324476","1,1745718"
11,21,"0,1560383","1,36576035","0,9733125","0,39687992","1,168515116","1,716287148","1,465534386","0,79039753","0,320681734","0,492078218"
11,22,"0,083133726","1,629705948","1,280704868","1,420314828","1,115166326","1,581796344","0,026740446","0,500801292","1,60224959","0,693856856"
12,21,"0,465526448","1,760776362","1,787641154","1,123346584","0,22783576","0,192396334","0,839510288","0,752105512","1,345651564","0,270546984"
12,22,"1,225999722","0,01099689","1,80032592","0,477558604","1,113581958","0,1726766","0,173356012","1,68202157","1,964242578","1,650325894"
12,23,"0,166681646","1,042011656","1,416891616","1,100250346","0,902438908","0,795452832","1,690891518","0,762939052","0,800854354","1,559968444"
13,22,"1,086088596","0,903647784","0,401603806","0,11469878","0,787423822","0,228255602","1,13108287","0,094202186","1,53182456","0,304957214"
13,23,"1,238984924","1,414106464","0,93543894","1,886116164","0,987832114","1,366431688","0,625544464","0,823636004","1,203827644","1,941321278"
13,24,"0,252152184","0,352137018","1,541923362","1,815063922","0,874311378","0,983402368","0,080489856","1,67854598","0,387147978","1,927782698"
14,23,"0,23467748","0,879110314","0,86505536","0,863557902","0,477302224","0,051427922","1,85495859","0,43456557","1,504246104","0,716702038"
14,24,"1,004161484","0,457068864","0,216487184","1,173845048","1,32964416","1,674603428","0,95887793","1,787185668","1,819545478","1,48212408"
14,25,"1,680286506","0,109095174","0,736198606","0,300053062","1,957718854","1,207686692","0,198541852","0,060079178","0,29309579","0,784337432"
15,24,"1,058602604","1,039060322","0,301180468","1,570416984","1,843003118","0,87638148","0,150102364","1,308735952","0,582633464","1,577788196"
15,25,"0,18155421","1,926340194","1,605552064","0,401446924","1,70291517","0,808624188","1,665365704","1,94947712","0,653422718","1,878401904"
15,26,"0,705105932","0,341524628","1,82160299","0,00308639","1,169652998","0,092022548","1,793021718","1,961407576","0,461954096","0,362603444"
16,25,"1,2640041","1,626702988","1,3034827","1,410043918","1,184877478","0,69920427","1,21808394","0,80238072","0,238406108","1,443527996"
16,26,"0,686771314","1,592446242","1,161641204","0,995909474","0,278296436","1,738965228","1,85694299","0,384061588","0,7581297","0,142654932"
16,27,"0,719642198","1,370285432","1,754604608","1,519811602","1,499946926","0,697602186","0,436269988","1,715845442","1,80755126","1,4411282"
17,26,"0,806873826","1,670435696","0,740635568","0,318211086","0,468924746","0,567093716","1,070139042","1,263849604","1,749168568","0,773245014"
17,27,"1,947729656","0,556382586","0,538585088","1,418121708","0,488044494","0,82825642","0,30547457","0,773284188","1,284390506","0,361000418"
17,28,"0,602790334","0,585335026","1,762865724","0,401874918","0,069507654","0,479666668","0,568100384","0,264422378","1,10886345","1,614460494"
18,27,"0,856201152","0,34170246","0,652278356","0,929670156","0,860894532","1,108983118","1,410892032","1,23530101","1,39035741","1,876849512"
18,28,"0,036050058","1,048318802","0,718695884","0,80865258","1,489232214","0,35810551","0,669709956","0,711935082","1,84711656","0,377869718"
18,29,"0,60666926","1,90459016","1,850152614","1,414970968","0,79385789","0,257177774","0,690715954","0,87013737","0,490058696","1,075906738"
19,28,"0,760184482","1,65506609","1,72902097","0,767325908","0,584210426","1,40504621","1,916324214","1,694786772","1,25295974","0,361536688"
19,29,"0,700575476","1,042669526","1,672695042","1,122077208","0,090932926","0,531679828","1,865692828","0,392580292","0,64727031","0,549696052"
19,30,"0,979719742","1,870498198","1,82815239","1,393018008","1,806909234","1,415072952","1,534828634","0,98184266","0,189034588","0,542683446"
20,29,"0,640058372","0,843798316","0,165161968","0,126507806","0,127680944","1,262805044","1,100589146","0,162313298","0,270067492","0,071110506"
20,30,"0,394055658","1,329489516","0,347860174","1,869964454","1,501781594","1,091017054","0,191061098","0,342565296","1,692100632","0,858522662"
21,31,"1,554598282","0,08886593","1,606308432","0,566496466","1,533041344","0,368246216","1,033851028","0,45137011","0,476199202","1,265313208"
21,32,"1,35242146","0,35217258","1,611172938","0,742863862","1,964049852","1,34022044","0,364074908","1,977152106","0,876088124","1,515652206"
22,31,"1,713529062","1,507587318","1,722870336","1,935335228","0,702579492","0,601850024","1,263828938","1,92356223","1,542865394","0,391938266"
22,32,"0,621215062","1,27765086","0,291126706","1,318897218","0,05262475","1,564151634","0,083613834","0,510095878","0,397486836","1,360355036"
22,33,"0,678594618","1,695542936","0,245989084","0,57528072","0,818150766","0,376122532","0,87342491","1,397066676","0,235933824","0,519509974"
23,32,"0,53947263","0,55281894","1,229033636","1,298719812","1,271047608","0,721983244","0,9887975","1,433496548","0,833995334","0,332741246"
23,33,"1,668408582","1,271158628","0,728317532","0,273938426","1,552724422","1,866293176","0,32106229","1,89580532","1,266619012","0,017933126"
23,34,"0,456064606","0,950793498","1,63403063","0,98227162","0,551544424","1,638242158","1,11353166","0,39338082","1,587475054","0,832615038"
24,33,"1,10006843","0,172811884","1,732501132","1,200300098","0,699837634","1,7626924","1,723052578","0,202260776","1,712588786","1,486128284"
24,34,"0,03111029","1,715367618","1,47624485","1,946116726","0,884155834","1,41328141","0,343121476","1,893816504","0,964107782","0,075286904"
24,35,"1,5759886","1,027577712","0,306830166","1,078731494","1,109992568","1,056230668","1,723244674","0,491624508","1,778763902","1,08063923"
25,34,"0,12530203","0,408239044","1,800157294","1,654313142","0,361474784","0,26729076","0,779513836","1,727248198","1,06047515","1,273632184"
25,35,"1,214160226","0,622693246","1,848846284","1,06153279","0,800133932","1,845847198","1,09023651","1,15720233","1,409517406","1,483241962"
25,36,"0,829574266","0,737409128","1,51995591","0,190408378","0,596681214","0,580558456","1,633339254","1,179682192","1,971266462","1,401117822"
26,35,"0,491644792","1,001069334","1,213463276","0,279092238","0,65213295","1,698369044","0,046959036","0,205086222","1,217799194","0,610217408"
26,36,"1,860556988","0,4768283","1,572754214","1,068302462","0,808667892","0,266405664","0,731472772","1,80351846","1,184197238","0,65053613"
26,37,"0,792444884","0,64080551","1,33020398","1,286385704","1,197061018","0,60735231","0,937673156","1,223048708","0,197875624","0,88183283"
27,36,"0,64493684","1,368508274","0,851480894","0,255250918","0,79469724","0,216340418","1,285798986","0,069178008","1,635960404","1,309582936"
27,37,"0,29610494","0,503311706","1,894534256","0,459456438","0,263785784","1,082439164","1,161420528","0,492378198","1,883578212","1,51794972"
27,38,"1,470565888","0,577108586","1,456437518","1,479641954","1,62235392","1,411005562","0,875767304","0,805224232","0,478934944","0,997819808"
28,37,"1,33689426","1,779668276","1,425572386","1,490550996","1,549742258","0,586924804","1,262668074","0,950060968","1,219456178","1,747135102"
28,38,"1,59589283","1,729859172","1,092434318","0,335990638","1,855341674","1,67893727","1,669541044","0,435189116","1,525480278","1,117001266"
28,39,"0,273599828","0,117643398","1,438385006","1,382243616","0,732394856","0,308968624","1,15456373","0,5830659","0,387699842","1,538811004"
29,38,"1,416396234","0,830737556","0,934446572","1,578896292","0,670512834","1,0016136","0,711084142","0,8482066","0,795194456","1,113507614"
29,39,"0,971264466","0,895014864","1,760905426","0,080059752","0,333752482","0,820029758","1,784663702","0,815632008","0,149437974","0,335968216"
29,40,"0,213944544","0,268414994","1,867551076","1,255886236","0,799944184","0,45506143","1,134731436","0,057064112","0,639070102","1,29449134"
30,39,"1,792227564","1,046327656","1,664261982","1,15027817","0,111174698","0,981384198","1,63503707","0,634766736","1,11771546","1,893671644"
30,40,"0,781261254","1,230554984","1,136067082","1,494434024","0,129375832","0,275837984","1,152955314","1,332658574","0,236152652","1,018145998"
31,41,"1,498480686","0,057620452","0,588250734","0,637792164","1,721309774","1,998695666","1,108070982","0,10868376","0,67639591","0,614508632"
31,42,"0,094822102","0,457667582","1,218275178","1,96167003","0,897676016","0,43898606","1,299122034","0,031046254","0,987625434","1,997761844"
32,41,"0,964688084","0,105726432","1,146090964","1,714248858","0,810487938","1,096943278","1,994815166","1,749907678","1,81750123","1,417700568"
32,42,"1,722666574","0,825762812","0,902500382","0,056004202","0,906791498","0,25341656","1,629931422","0,833524426","0,215831598","0,532278406"
32,43,"1,834629034","1,809214302","0,70920594","1,530676038","1,657455058","1,990733076","0,64745142","0,818329246","1,09842484","1,776517134"
33,42,"1,3957916","0,081938874","0,008193396","0,320616672","0,439964222","0,182426772","1,090053006","0,869273552","0,0408398","1,236467118"
33,43,"0,81714775","0,403550406","0,781401634","1,83151598","1,146755164","1,825822768","1,925560796","1,587039422","0,236216586","0,790528178"
33,44,"0,583103564","0,317737836","0,396009184","0,352858698","0,880046384","1,07101644","1,324465178","1,91553598","0,578181776","1,316053914"
34,43,"0,967567446","1,718977182","0,596952364","0,484842656","1,181547916","0,704520576","1,327282126","0,84487993","1,467753468","0,268999334"
34,44,"0,532106786","1,631235756","1,725453444","0,107147838","1,855882496","1,286353786","0,211551068","0,079284812","0,757724622","0,74314151"
34,45,"0,525951102","0,088714372","0,335220444","0,511629958","0,132864376","0,046421254","0,668377492","0,674461294","1,052532112","0,680111692"
35,44,"1,964797698","1,899002694","0,54608797","1,52582631","0,759817858","1,956216506","0,138994052","1,63654628","0,076689056","0,548275248"
35,45,"1,597663234","0,629921128","0,772951416","0,914313548","1,464781974","0,558737048","0,483108802","0,586794882","1,643652758","1,349370346"
35,46,"1,413561382","1,333732102","1,26808456","1,75985253","0,217629074","1,191050312","0,323185582","0,51501349","0,47664926","0,860931244"
36,45,"0,264556354","1,144855354","1,754826924","0,598479916","0,228159534","1,295639668","0,814088006","1,321903038","1,325746204","0,024366516"
36,46,"0,790470484","1,316221058","1,985185494","0,842644706","1,011736948","0,750369052","1,477654784","1,138465428","0,136386144","0,56849643"
36,47,"1,45477553","1,99795762","1,866680294","1,873161924","1,255479606","0,258798582","0,840816758","0,269323642","1,679190312","0,957629892"
37,46,"0,147817374","0,55454939","0,456488624","0,220864826","0,495883302","0,89533001","0,094099318","1,915079916","1,731404562","1,77558205"
37,47,"0,611059588","1,196755016","0,375243814","1,564367946","0,591645724","0,670419872","0,807781","1,179370188","1,424632086","1,705999116"
37,48,"1,058185936","0,276764328","1,846635998","1,802187966","1,808399132","1,584444662","1,180057656","1,85582423","0,052391946","0,702333224"
38,47,"0,53582181","0,8578715","1,182908986","1,689199924","1,94767746","0,077655486","1,44403396","1,469278094","1,637618916","1,908691982"
38,48,"0,207498302","0,59340783","0,732180896","1,077363388","0,989313978","1,705774512","0,339274696","1,809268346","0,17144652","0,969312948"
38,49,"0,68918561","0,351127252","1,447334844","1,830511934","1,02212222","0,212580166","0,225584334","1,53522955","1,205857354","0,712814998"
39,48,"1,872187098","0,5159074","1,20502579","1,103044966","0,54287075","0,884246954","0,406284532","1,059022756","1,579182452","1,749001018"
39,49,"1,658682924","0,057411948","1,701715404","0,286166658","1,569612972","0,489689506","0,821988798","1,848678378","1,935507672","1,935237208"
39,50,"0,328965056","0,921259074","1,015007472","1,783068304","1,023142912","1,578191918","0,710054126","0,628359596","1,2327113","1,726812634"
40,49,"1,700573948","0,76447784","1,509440392","0,930067086","1,208422278","1,362109302","0,230116156","0,40355185","1,462374592","0,87940962"
40,50,"1,59439241","0,589283754","1,9593547","1,063138946","1,415327186","0,196936026","0,850751724","0,331120558","0,321108252","0,895882894"
41,51,"0,448789478","0,865932226","1,303156086","0,541977134","0,377081538","0,67955612","1,959837702","0,70755183","0,700269704","0,845389"
41,52,"0,363291674","0,328629046","1,614988796","0,109904358","0,111382102","1,749990942","1,849913646","1,108307574","1,553985762","0,492249584"
42,51,"1,500375528","1,116214286","1,509403682","0,126239326","1,763790688","1,359652108","0,232073464","0,66388022","0,33573346","1,192630978"
42,52,"0,556069698","0,49747396","0,402775262","1,69748175","0,52095528","1,328105312","0,956444446","1,209789494","0,271199738","0,04499561"
42,53,"0,911045966","1,845802628","1,775496752","0,611863636","0,278945654","0,413077394","0,04771509","1,471550356","0,184947528","0,264893274"
43,52,"1,167061034","0,229785816","0,809298682","1,400988324","0,728998268","1,748137736","0,921607304","1,268018648","0,728848638","0,372468636"
43,53,"1,808033394","0,299650898","0,658867348","1,163426668","0,451063336","0,384313528","0,628055098","0,850510956","0,600463966","1,181315016"
43,54,"0,541568664","0,487804344","0,878191418","1,150433912","1,029874992","0,620965908","1,521821876","0,920119928","0,166884626","0,700651742"
44,53,"1,944324922","0,035137438","1,813128496","0,004612902","0,871522726","1,660186804","0,048684482","1,536843036","0,394325664","1,978978146"
44,54,"0,150950896","0,618945454","1,841327132","1,912879136","1,496804674","1,586289646","0,711618608","0,475546966","0,717797126","0,888271182"
44,55,"1,502962116","1,551142036","1,894791978","1,152558738","0,889956114","0,749049678","1,887765562","1,7005542","0,528583486","0,033663998"
45,54,"1,232433522","1,242175656","0,399942244","1,145505958","1,177154416","0,337498992","1,368462362","0,358320602","0,548190936","1,32475632"
45,55,"1,13418402","1,299949786","1,89406651","1,390674472","0,910115278","0,496573054","1,576758378","1,03238879","1,37493716","0,418011356"
45,56,"0,342020254","1,108744482","0,872404838","0,69533427","0,515704214","1,679431648","0,868076404","1,58334268","1,19531422","1,470534402"
46,55,"0,931188536","0,300546746","0,615235732","1,126307016","1,250129508","0,4685565","1,223397378","1,370389308","0,622671758","0,321673814"
46,56,"0,987898098","1,682058138","1,326548076","1,44267607","1,338923842","0,505725974","0,551373656","1,904323246","0,831788556","1,99056592"
46,57,"1,048835448","0,43401649","0,094771834","1,207320684","1,233121706","1,869288046","0,452700122","0,280915518","1,44992884","1,682394396"
47,56,"1,395548076","0,470937824","1,290207378","1,17513086","0,598391548","1,02956047","1,14899889","1,275121056","1,54934734","0,997236142"
47,57,"0,99976838","1,990468732","0,320770182","0,899390194","1,70021423","1,453749072","1,605782366","1,321262802","0,800542292","1,363145476"
47,58,"0,789475534","0,119026726","1,695577118","1,49476002","0,941950916","0,897524538","1,068113224","1,373060076","0,726364772","0,10462355"
48,57,"0,18615029","1,562479534","0,563854316","0,531289558","0,066902908","0,834955804","1,307192378","0,646105686","1,390952392","1,15996581"
48,58,"0,13116159","1,87327909","0,901752612","0,193076512","0,417723802","0,791297288","0,31919126","0,994715442","0,437431538","0,33690266"
48,59,"1,337931126","1,653790508","1,21072424","0,188368212","0,28240621","1,660917844","0,806534992","0,0913822","0,254770906","0,152942294"
49,58,"0,37486576","0,68044239","0,051723678","0,178958032","0,374564384","0,678094566","1,002570634","0,638712044","1,572842118","0,25753816"
49,59,"0,11482523","1,100056392","0,769889146","0,896219046","0,53135692","0,798909614","1,070191278","1,261560628","1,399988186","1,734630232"
49,60,"1,664402832","1,198825178","0,920359954","0,445449254","0,65469471","0,309016824","1,198760384","1,084819496","0,30080141","1,078701448"
50,59,"1,916738524","1,398653116","0,151813586","0,901708248","1,544862094","0,287886764","1,262087432","0,734137782","0,861556846","1,49098737"
50,60,"1,92471152","1,36433184","0,02582064","1,540821482","0,342436226","0,999650718","1,272604696","0,93183025","1,245998844","1,877133466"
51,61,"0,36371915","1,47903482","0,230488148","0,98820146","0,91821728","1,908539262","0,4942921","0,489244144","1,615103716","1,843274826"
51,62,"0,611191658","0,16761483","1,331519666","0,926736432","0,866585768","0,95485942","0,968894802","0,896610056","1,994466434","0,338280408"
52,61,"0,381185812","0,27889399","0,942369368","0,405272744","1,297198694","1,327500172","1,860894052","1,266569446","1,234725014","0,466326498"
52,62,"0,811335462","0,591418446","0,590848622","0,931556596","0,084464738","1,301416008","0,710441508","1,96653831","1,611224488","1,014577874"
52,63,"0,745413348","1,729597222","0,483261476","0,928690296","0,716064524","1,959834","1,954334514","1,344812602","1,906298858","1,082107574"
53,62,"1,522927156","0,382406254","0,57764778","1,667961316","1,497681362","0,607341938","0,493970874","1,369244814","0,99423671","0,615322516"
53,63,"0,688211608","0,185275276","1,29048376","0,53028422","1,542473416","1,53249021","0,250876306","1,93286655","0,774922846","1,96487752"
53,64,"1,409997326","0,681008038","1,634522624","1,260328652","1,476723562","0,890198442","0,35418247","1,578037528","0,379452104","1,756377212"
54,63,"0,985063946","0,861243334","1,99396475","0,302894764","1,220327654","0,348293602","1,834154862","1,99983412","0,90062796","0,701786524"
54,64,"0,411340476","1,574596238","0,592598496","0,912159174","1,075142276","0,134496528","0,28157175","1,533801178","1,706265254","1,907679988"
54,65,"1,606180968","1,558915062","1,409217912","0,001373456","0,305040398","0,97489389","0,208272336","0,18329931","0,044258302","0,46304186"
55,64,"0,757263584","0,591014502","0,030928636","1,382678214","0,890075532","1,13584527","1,373939814","0,699065314","1,939435598","0,61091682"
55,65,"1,448025472","0,949460298","1,222425042","0,808384536","0,353653032","0,395419452","1,93559469","1,904925402","0,777067176","0,548033266"
55,66,"0,174133918","0,39434847","1,623703014","1,034639502","1,850078354","1,902956372","1,338316178","1,611558496","1,725246984","1,552366338"
56,65,"1,510673332","0,925596176","1,006735592","1,233121612","0,72239447","1,063212618","1,946859004","1,566952284","0,047248722","1,135540798"
56,66,"0,424207668","1,535332802","0,995681356","0,05843645","1,691893948","0,16468711","0,238637886","1,60811975","0,378019804","1,0617744"
56,67,"0,133125878","1,941818406","1,395131808","1,97947035","0,83762027","0,908558686","0,993098528","1,667506348","1,979392054","1,348127858"
57,66,"1,627737234","1,025646212","0,864910452","1,939601478","1,71028886","0,746238948","0,538119822","1,647828804","0,21578604","1,441493858"
57,67,"1,320277176","1,801098162","1,623353652","1,243265998","0,841768012","0,26645393","0,788167502","0,064787952","1,62542159","1,848704898"
57,68,"1,597915974","0,363422288","1,40328616","1,541947674","1,508108036","0,690354902","1,487722584","0,549778638","1,795911674","0,20447017"
58,67,"1,861900626","1,847759456","0,051979404","0,107934446","0,202674912","1,94704042","1,511488324","1,520774152","0,35746665","1,043060192"
58,68,"0,770441974","0,053901508","0,231229256","0,289998954","0,814189758","1,349794316","1,367258424","0,771651416","0,153320284","0,82031843"
58,69,"1,437873592","0,456956954","1,437209938","0,5179243","1,201311992","0,099099548","1,51497288","1,939314276","0,932865886","0,477167248"
59,68,"0,023844478","1,474907204","1,7009698","0,648833756","1,394245136","0,184736378","1,376890494","0,08802085","0,247584642","0,783331562"
59,69,"0,574559982","0,623480392","1,826150066","0,01730184","1,470685094","0,536141574","0,23029641","1,461467754","0,146815866","1,528637686"
59,70,"1,656109056","1,230535132","1,8147735","1,23920383","1,7807552","0,035753084","1,12397731","1,227361426","1,656342754","1,819587664"
60,69,"1,265784846","1,692114016","1,907767574","0,504256306","0,44620584","1,484131284","0,071840042","0,801379182","1,713466428","0,087379268"
60,70,"0,923929404","1,835758634","0,918612998","0,381071726","1,034245846","0,257187452","0,735005138","0,556707844","0,42371497","1,826147542"
61,71,"0,723782146","0,824617978","0,451591692","0,383087248","0,681255574","1,819374308","1,613006578","1,853210344","0,596854352","1,28631069"
61,72,"1,982061466","1,429850074","0,576532526","0,72681049","0,425864912","1,53149979","1,853038418","1,772248558","1,786072584","1,18068614"
62,71,"1,721951816","0,880502094","0,09420933","1,37516445","1,375317402","1,606556612","0,440567392","0,71434091","0,639068676","1,615490926"
62,72,"0,666156994","1,39444084","0,058852504","0,435286194","1,251273916","1,823733102","1,653494908","0,33051408","1,775023272","1,076712914"
62,73,"1,854163348","1,90936624","0,637313954","0,829047918","1,268336352","1,002320798","0,750464684","0,549705864","0,68066321","0,049552444"
63,72,"0,78996774","1,10043259","0,600135154","0,165264274","1,36959609","1,72953647","1,168508922","1,22105656","0,568313748","1,442051744"
63,73,"0,038619108","1,577253494","0,729233034","1,369492926","1,629967936","0,162473802","0,164065228","0,88441851","0,819042916","1,921608606"
63,74,"1,08529395","0,368907134","1,700408516","0,984693402","1,467219712","1,634572548","1,95657269","0,258450696","0,456551452","0,994245676"
64,73,"1,904383616","0,288771446","1,980144516","0,993185414","0,958212664","1,203406492","1,978486836","0,496900194","1,654797026","1,397301078"
64,74,"1,020750034","1,230366726","1,41941758","0,440231078","1,766072492","0,659481606","0,998166354","0,296981828","1,598124316","0,779807516"
64,75,"0,855735464","0,741883648","0,034962078","0,889620934","1,702172996","0,151795946","0,734196394","1,645883262","0,657278262","1,462750502"
65,74,"1,415954004","1,56195231","0,780489168","1,853972838","0,802983068","0,423128182","0,9110965","1,334792194","1,310640422","1,194681742"
65,75,"0,911199886","0,340332126","1,230923602","0,488528836","0,146585334","0,008581036","0,514743786","1,791042276","0,347379448","0,638171794"
65,76,"0,366236196","0,954251892","1,507986012","1,906845588","0,313582466","0,25260824","1,177022978","0,832376802","1,44581858","1,067036766"
66,75,"1,6125395","1,986494364","0,8393315","1,163079304","1,523472756","1,21095238","1,765451208","1,711727572","1,08392572","0,952332264"
66,76,"1,11959689","1,484267546","0,977399736","1,59756744","1,71069626","1,149381208","0,499375104","0,179699898","0,096745012","1,651775376"
66,77,"1,111748468","1,147767714","1,547366834","1,891175898","1,590866992","1,991992472","1,657568694","0,491717722","1,873828322","1,809797654"
67,76,"1,464915518","1,707690008","1,356305358","0,813740228","1,539884716","1,513898808","1,319582092","0,000556876","1,069111256","1,706354256"
67,77,"0,242508544","1,85526218","0,792875922","0,05039762","1,040047478","1,58642868","0,098516428","0,766102364","1,87188351","1,423961532"
67,78,"1,673830748","1,507754548","1,560341508","0,847586966","1,442588128","1,71385612","1,321718412","1,434371046","1,84838456","0,482021236"
68,77,"0,846973306","1,367572456","1,616577064","1,714114726","0,977923536","0,742791478","1,493841494","0,868770024","1,362461772","0,353312576"
68,78,"0,526952672","1,209198824","1,444034608","0,788136636","0,578777492","1,66926843","1,272035294","0,598231614","1,624448638","1,89868338"
68,79,"0,664775952","1,404960454","1,314694744","1,04145152","0,363979074","0,397878752","0,095150508","1,369810994","1,974408728","0,376805412"
69,78,"1,990426052","0,108629712","0,235105668","1,357383684","0,622428536","1,29017628","0,73566529","1,308608376","1,072997884","1,442480038"
69,79,"1,87573242","0,94913522","0,26672726","1,692183612","1,32721652","1,299281116","1,918504384","1,810726058","0,6715379","0,875667926"
69,80,"0,063321744","1,196022344","1,70324134","0,041444364","1,000911224","1,330581198","0,412281832","1,235282676","1,666022144","0,437885854"
70,79,"0,214370626","1,985436678","1,607113618","0,49492856","0,612505956","1,618638862","0,89694608","1,451160796","0,973369754","0,374549632"
70,80,"1,589250164","1,74961545","0,176049066","0,566920202","1,650534376","0,125696068","1,731129706","1,806940196","1,481110012","1,516392108"
71,81,"0,955290624","0,381294388","0,048092582","0,540037682","0,528420852","1,508404816","1,261656406","0,867533212","1,74080662","0,90831381"
71,82,"0,312252744","1,992873812","1,814766882","0,20422786","0,080018266","1,522419844","0,422182548","1,057528436","0,248149004","0,539079884"
72,81,"1,521845726","1,914343926","0,971024496","1,29903252","0,46933008","1,209775576","0,636036406","1,27139275","0,153008552","1,33052727"
72,82,"0,48572699","0,332659134","0,917310032","0,813951906","1,601089512","1,727394138","1,477943086","1,67603841","0,03967718","0,106982012"
72,83,"0,376347196","1,02257919","1,67265761","1,14403955","1,77743539","0,004160458","0,839701562","1,37250538","0,406337846","0,853546168"
73,82,"0,559985938","0,43184859","1,888435812","1,670383954","0,844854208","0,079622698","0,317972644","0,852070238","0,836796342","0,486976488"
73,83,"0,507493592","1,931075208","0,45525138","0,505523944","1,242291666","1,87436689","1,778503186","1,829330204","0,597114242","1,585089706"
73,84,"0,909913888","0,803543686","0,160582356","0,796988208","1,56571013","0,665486168","1,455595994","0,93425481","0,35372363","1,2009954"
74,83,"1,480560006","0,497721048","0,361389886","0,178916666","0,631167812","0,939905302","0,722366516","1,809112964","0,597918074","0,03568592"
74,84,"1,393426202","0,300976764","0,230690192","1,917084934","0,5187681","1,948007436","0,749301812","1,621548562","0,792652432","0,856359558"
74,85,"0,458747932","0,036769686","0,94530889","1,26833468","1,72921557","0,138315358","0,910002864","1,974091886","0,699359458","1,545821688"
75,84,"1,610292618","1,108197068","0,216033832","1,565403592","0,333967936","1,176966322","1,445348218","0,122592246","1,588213912","0,42833976"
75,85,"0,273277378","0,051109048","0,351387118","0,921075832","1,545412526","0,802931876","0,42719649","1,138003166","1,124330598","0,42167058"
75,86,"0,49951225","0,625175654","1,1816489","1,887603794","0,321362074","1,254126472","1,988423838","0,11687319","1,660420774","0,866063164"
76,85,"1,747807244","0,313069298","0,181475902","0,87960529","0,831672214","1,238374932","1,755178254","1,725247276","0,516859204","0,739667152"
